date,DJIA,DJIA_return,Nasdaq_Composite_Index,Nasdaq_Composite_Index_return,S_P500,S_P500_return,Nasdaq_100,Nasdaq_100_return,HSI,HSI_return,SH,SH_return,BTC,BTC_return
48th week of 1976,950.55,41.38338856,92.31,191.0370491,102.76,52.57142857,,,,,,,,
49th week of 1976,973.15,40.39909572,94.62,186.3487635,104.7,51.57879656,,,,,,,,
50th week of 1976,979.06,40.14919412,94.64,186.3091716,104.26,51.80069058,,,,,,,,
51th week of 1976,985.62,39.87531706,95.22,185.168242,104.84,51.50858451,,,,,,,,
52th week of 1976,1004.65,39.10106007,97.88,180.1089089,107.46,50.22836404,,,,,,,,
01th week of 1977,983.13,39.97884308,97.53,180.7588434,105.01,51.42357871,,,,,,,,
02th week of 1977,972.16,40.44125453,97.2,181.3759259,104.01,51.92760312,,,,,,,,
03th week of 1977,962.43,40.86021841,97.32,181.1510481,103.32,52.28106852,,,,,,,,
04th week of 1977,957.53,41.07443109,95.72,184.1957794,101.93,53.00765231,,,,,,,,
05th week of 1977,947.89,41.50232622,96.74,182.2431259,101.88,53.03415783,,,,,,,,
06th week of 1977,931.52,42.2492378,96.09,183.4826725,100.22,53.92915586,,,,,,,,
07th week of 1977,940.24,41.84813452,96.38,182.9275783,100.49,53.78157031,,,,,,,,
08th week of 1977,933.43,42.16074049,94.9,185.7959958,99.48,54.33775633,,,,,,,,
09th week of 1977,953.46,41.25403268,96.07,183.5210784,101.2,53.3972332,,,,,,,,
10th week of 1977,947.72,41.5099502,96.07,183.5210784,100.65,53.69448584,,,,,,,,
11th week of 1977,961.02,40.92163535,96.44,182.8131481,101.86,53.04476733,,,,,,,,
12th week of 1977,928.86,42.37309175,95.28,185.0510076,99.06,54.57238038,,,,,,,,
13th week of 1977,927.36,42.4432475,94.54,186.5072985,99.21,54.48835803,,,,,,,,
14th week of 1977,918.88,42.84416899,94.03,187.5243008,98.35,54.9735638,,,,,,,,
15th week of 1977,947.76,41.50815607,96.26,183.1568668,101.04,53.48337292,,,,,,,,
16th week of 1977,927.07,42.45683713,95.12,185.3639613,98.44,54.92238927,,,,,,,,
17th week of 1977,926.9,42.46480742,95.48,184.6612903,98.44,54.92238927,,,,,,,,
18th week of 1977,936.74,42.00823067,96.9,181.9405573,99.49,54.33219419,,,,,,,,
19th week of 1977,928.34,42.39738673,97.41,180.9827533,99.03,54.58921539,,,,,,,,
20th week of 1977,930.46,42.29850826,98,179.8871429,99.45,54.35444947,,,,,,,,
21th week of 1977,898.83,43.82219107,95.9,183.8481752,96.27,56.18292303,,,,,,,,
22th week of 1977,912.23,43.16378545,96.19,183.2908826,97.69,55.35172484,,,,,,,,
23th week of 1977,910.79,43.23361038,97.07,181.620171,98.46,54.91102986,,,,,,,,
24th week of 1977,920.45,42.76938454,98.61,178.7681777,99.97,54.06651996,,,,,,,,
25th week of 1977,929.7,42.33390341,99.66,176.8741722,101.19,53.40260895,,,,,,,,
26th week of 1977,912.65,43.14346135,99.9,176.4468468,100.1,53.995005,,,,,,,,
27th week of 1977,907.99,43.37001509,100.81,174.8450551,99.79,54.16584828,,,,,,,,
28th week of 1977,905.95,43.4699266,101.41,173.8046544,100.18,53.95108804,,,,,,,,
29th week of 1977,923.42,42.62860887,103.11,170.9226069,101.67,53.14576571,,,,,,,,
30th week of 1977,890.07,44.2633276,100.65,175.1245902,98.85,54.69044006,,,,,,,,
31th week of 1977,888.69,44.33361465,100.86,174.7578822,98.76,54.74119077,,,,,,,,
32th week of 1977,871.1,45.24902996,100.76,174.9323144,97.88,55.24233756,,,,,,,,
33th week of 1977,863.48,45.65716635,100.85,174.7753099,97.51,55.45574813,,,,,,,,
34th week of 1977,855.42,46.09678287,99.89,176.4646111,96.06,56.30793254,,,,,,,,
35th week of 1977,872.31,45.18487694,100.83,174.8101755,97.45,55.49050795,,,,,,,,
36th week of 1977,857.04,46.00775926,100.91,174.6707958,96.37,56.12358618,,,,,,,,
37th week of 1977,856.81,46.02037791,100.74,174.9672424,96.48,56.05845771,,,,,,,,
38th week of 1977,839.14,47.01049884,99.57,177.0349503,95.04,56.9229798,,,,,,,,
39th week of 1977,847.11,46.55879402,100.85,174.7753099,96.53,56.02890293,,,,,,,,
40th week of 1977,840.35,46.94136967,101.62,173.4434167,95.97,56.36167552,,,,,,,,
41th week of 1977,821.64,48.03306801,99.05,177.9696113,93.56,57.83924754,,,,,,,,
42th week of 1977,808.3,48.84229865,98.54,178.8958798,92.32,58.62954939,,,,,,,,
43th week of 1977,822.68,47.97108232,97.49,180.8334188,92.61,58.44282475,,,,,,,,
44th week of 1977,809.94,48.7413759,97.21,181.3571649,91.58,59.11137803,,,,,,,,
45th week of 1977,845.89,46.62738654,100.94,174.6185853,95.98,56.3556991,,,,,,,,
46th week of 1977,835.76,47.20466402,102.22,172.4194874,95.33,56.74677436,,,,,,,,
47th week of 1977,844.42,46.71029819,104.33,168.9122017,96.69,55.93453304,,,,,,,,
48th week of 1977,823.98,47.89382024,104.1,169.2876081,94.67,57.14936094,,,,,,,,
49th week of 1977,815.23,48.41860579,103.57,170.1590229,93.65,57.78270155,,,,,,,,
50th week of 1977,815.32,48.41315066,104.05,169.3694378,93.4,57.94004283,,,,,,,,
51th week of 1977,829.87,47.54679649,103.94,169.5497402,94.69,57.13707889,,,,,,,,
52th week of 1977,831.17,47.47086637,105.05,167.747644,95.1,56.88643533,,,,,,,,
01th week of 1978,793.49,49.77257432,101.66,173.3747787,91.62,59.08513425,,,,,,,,
02th week of 1978,775.73,50.93499027,99.77,176.6780595,89.69,60.37808005,,,,,,,,
03th week of 1978,776.94,50.85410714,100.63,175.1595946,89.89,60.24151741,,,,,,,,
04th week of 1978,764.12,51.72408784,100.62,175.177102,88.58,61.14721156,,,,,,,,
05th week of 1978,770.96,51.2563168,102.22,172.4194874,89.62,60.42602098,,,,,,,,
06th week of 1978,775.99,50.91758914,103.58,170.1424986,90.08,60.11234458,,,,,,,,
07th week of 1978,752.69,52.5247313,102.25,172.3686064,87.96,61.58526603,,,,,,,,
08th week of 1978,756.24,52.27347138,102.7,171.6089581,88.49,61.21041926,,,,,,,,
09th week of 1978,747.31,52.9100641,101.95,172.8787641,87.45,61.95025729,,,,,,,,
10th week of 1978,758.58,52.10913813,103.42,170.4072713,88.88,60.93744374,,,,,,,,
11th week of 1978,768.71,51.40927008,104.94,167.9245283,90.2,60.03104213,,,,,,,,
12th week of 1978,756.5,52.25516193,105.39,167.2032451,89.36,60.60474485,,,,,,,,
13th week of 1978,757.36,52.19468945,106.2,165.920339,89.21,60.70832866,,,,,,,,
14th week of 1978,769.58,51.35002209,108.23,162.7895223,90.17,60.05134745,,,,,,,,
15th week of 1978,795.13,49.66785306,111.29,158.2860095,92.92,58.24451141,,,,,,,,
16th week of 1978,812.8,48.56635089,113.32,155.4325803,94.34,57.35276659,,,,,,,,
17th week of 1978,837.32,47.11485454,115.18,152.9064074,96.83,55.85221522,,,,,,,,
18th week of 1978,829.09,47.59246885,117.27,150.1634689,96.53,56.02890293,,,,,,,,
19th week of 1978,840.7,46.92141073,119.4,147.4668342,98.07,55.13337412,,,,,,,,
20th week of 1978,846.85,46.57339552,121.57,144.8167311,98.12,55.10476967,,,,,,,,
21th week of 1978,831.69,47.44056079,119.86,146.8970466,96.58,55.99937875,,,,,,,,
22th week of 1978,847.54,46.53466503,121.03,145.4673222,98.14,55.09333605,,,,,,,,
23th week of 1978,859.23,45.88794618,124.41,141.4880637,99.93,54.08856199,,,,,,,,
24th week of 1978,836.97,47.13497497,123.69,142.3174873,97.42,55.50790392,,,,,,,,
25th week of 1978,823.02,47.95085174,120.74,145.8191155,95.85,56.43348983,,,,,,,,
26th week of 1978,818.95,48.19412663,120.3,146.3561097,95.53,56.62587669,,,,,,,,
27th week of 1978,812.46,48.58709352,119.16,147.765861,94.89,57.01454316,,,,,,,,
28th week of 1978,839.83,46.97105367,121.58,144.8047376,97.58,55.41524903,,,,,,,,
29th week of 1978,833.42,47.34000864,123.6,142.4218447,97.75,55.31713555,,,,,,,,
30th week of 1978,856.29,46.04893202,125.62,140.1155867,100,54.05,,,,,,,,
31th week of 1978,888.43,44.34688158,129.71,135.6659471,103.92,51.97344111,,,,,,,,
32th week of 1978,890.85,44.22369647,132,133.295,103.96,51.95305887,,,,,,,,
33th week of 1978,896.83,43.92214801,134.71,130.5933487,104.73,51.56373532,,,,,,,,
34th week of 1978,895.53,43.98735944,135.84,129.4986749,104.9,51.478551,,,,,,,,
35th week of 1978,879.33,44.81616685,135.35,129.9711119,103.68,52.09606481,,,,,,,,
36th week of 1978,907.74,43.382235,138.36,127.121856,106.79,50.54977058,,,,,,,,
37th week of 1978,878.55,44.85684366,137.36,128.054601,104.12,51.87168652,,,,,,,,
38th week of 1978,862.44,45.71342934,132.3,132.9904762,101.84,53.05538099,,,,,,,,
39th week of 1978,865.82,45.53106881,132.89,132.3955903,102.54,52.6863663,,,,,,,,
40th week of 1978,880.02,44.78024363,134,131.290597,103.52,52.17812983,,,,,,,,
41th week of 1978,897.09,43.9091284,135.58,129.7489305,104.66,51.59889165,,,,,,,,
42th week of 1978,838.01,47.07523777,123.82,142.1670166,97.95,55.20214395,,,,,,,,
43th week of 1978,806.05,48.98142795,115.25,152.8129284,94.59,57.19854107,,,,,,,,
44th week of 1978,823.11,47.94549939,115.49,152.4932895,96.18,56.23643169,,,,,,,,
45th week of 1978,807.09,48.91702288,114.84,153.362069,94.77,57.08800253,,,,,,,,
46th week of 1978,797.73,49.50271395,113.69,154.9234761,94.42,57.30332557,,,,,,,,
47th week of 1978,810.12,48.7303239,116.17,151.5948179,95.79,56.46946445,,,,,,,,
48th week of 1978,811.5,48.64575478,116.19,151.5685515,96.28,56.1769838,,,,,,,,
49th week of 1978,811.85,48.62435179,118.77,148.2543572,96.63,55.96988513,,,,,,,,
50th week of 1978,805.35,49.02487117,117.41,149.9832212,95.33,56.74677436,,,,,,,,
51th week of 1978,808.47,48.83181813,116.93,150.6030103,96.31,56.1591735,,,,,,,,
52th week of 1978,805.01,49.04599943,117.98,149.2537718,96.11,56.27811882,,,,,,,,
01th week of 1979,830.73,47.49653919,122.05,144.243261,99.13,54.5331383,,,,,,,,
02th week of 1979,836.28,47.1746903,123.74,142.2595765,99.93,54.08856199,,,,,,,,
03th week of 1979,837.49,47.10508782,124.65,141.2137184,99.75,54.18796992,,,,,,,,
04th week of 1979,859.75,45.85958709,127.04,138.5382557,101.86,53.04476733,,,,,,,,
05th week of 1979,834.63,47.26992799,125.82,139.8912732,99.5,54.32663317,,,,,,,,
06th week of 1979,822.23,47.9978838,123.76,142.2364253,97.87,55.24808419,,,,,,,,
07th week of 1979,827.01,47.71468301,125.57,140.1717767,98.67,54.79203405,,,,,,,,
08th week of 1979,823.28,47.93539258,125.04,140.7701536,97.78,55.29985682,,,,,,,,
09th week of 1979,815.75,48.38710389,123.67,142.3406647,96.97,55.77013509,,,,,,,,
10th week of 1979,842.86,46.79860238,127.25,138.3079764,99.54,54.30440024,,,,,,,,
11th week of 1979,852.82,46.24036725,128.55,136.8991832,100.69,53.67275797,,,,,,,,
12th week of 1979,859.75,45.85958709,130.58,134.755399,101.6,53.18307087,,,,,,,,
13th week of 1979,862.18,45.7275163,131.76,133.5396175,101.59,53.18840437,,,,,,,,
14th week of 1979,875.69,45.00661193,133.75,131.5378692,103.18,52.35336305,,,,,,,,
15th week of 1979,870.5,45.28090752,133.54,131.7462932,102,52.97058824,,,,,,,,
16th week of 1979,856.98,46.01105043,133.67,131.6171916,101.23,53.38111232,,,,,,,,
17th week of 1979,856.64,46.0297091,134.37,130.9263228,101.8,53.07662083,,,,,,,,
18th week of 1979,847.54,46.53466503,133.72,131.5676039,100.69,53.67275797,,,,,,,,
19th week of 1979,830.56,47.50646552,129.69,135.6870229,98.52,54.87697929,,,,,,,,
20th week of 1979,841.91,46.85253768,131.01,134.3098237,99.93,54.08856199,,,,,,,,
21th week of 1979,836.28,47.1746903,132.68,132.6067229,100.22,53.92915586,,,,,,,,
22th week of 1979,821.21,48.05874259,131.76,133.5396175,99.17,54.51073913,,,,,,,,
23th week of 1979,835.15,47.23987308,134.96,130.3495851,101.49,53.24179722,,,,,,,,
24th week of 1979,843.3,46.77366299,136.25,129.1059817,102.09,52.92300911,,,,,,,,
25th week of 1979,849.1,46.44733247,137.24,128.1674439,102.64,52.6340608,,,,,,,,
26th week of 1979,841.98,46.84855935,138.13,127.3351915,102.91,52.4933437,,,,,,,,
27th week of 1979,846.16,46.61218918,138.64,126.8630987,103.62,52.1268095,,,,,,,,
28th week of 1979,833.53,47.33362926,138.52,126.9738666,102.32,52.80179828,,,,,,,,
29th week of 1979,828.07,47.65232408,137.98,127.4747065,101.82,53.06599882,,,,,,,,
30th week of 1979,839.76,46.9750524,140.02,125.6029139,103.1,52.39476237,,,,,,,,
31th week of 1979,846.16,46.61218918,142.63,123.2861951,104.04,51.91234141,,,,,,,,
32th week of 1979,867.06,45.46452379,145.07,121.1957676,106.4,50.7387218,,,,,,,,
33th week of 1979,883.36,44.60714771,147.84,118.90625,108.3,49.83102493,,,,,,,,
34th week of 1979,880.2,44.77088162,149.4,117.6542169,108.6,49.69060773,,,,,,,,
35th week of 1979,887.63,44.38775165,150.44,116.8339537,109.32,49.35675082,,,,,,,,
36th week of 1979,874.15,45.0876623,148.07,118.7199973,107.66,50.1331971,,,,,,,,
37th week of 1979,879.1,44.82815379,150.56,116.7400372,108.76,49.61603531,,,,,,,,
38th week of 1979,893.94,44.06737589,150.65,116.669698,110.47,48.83253372,,,,,,,,
39th week of 1979,878.58,44.85527783,149.98,117.1953594,109.32,49.35675082,,,,,,,,
40th week of 1979,897.61,43.88311182,152.29,115.4025215,111.27,48.47425182,,,,,,,,
41th week of 1979,838.99,47.01908247,140.71,124.9820908,104.49,51.68446741,,,,,,,,
42th week of 1979,814.68,48.45196887,136.59,128.7821217,101.6,53.18307087,,,,,,,,
43th week of 1979,809.3,48.78071173,133.75,131.5378692,100.57,53.73799344,,,,,,,,
44th week of 1979,818.94,48.19472733,136.88,128.5071596,102.51,52.70207785,,,,,,,,
45th week of 1979,806.48,48.95477879,135.86,129.4794642,101.51,53.23111024,,,,,,,,
46th week of 1979,815.7,48.39013118,139.07,126.4677501,103.79,52.03979189,,,,,,,,
47th week of 1979,811.77,48.62924227,139.85,125.7568109,104.67,51.59386644,,,,,,,,
48th week of 1979,822.35,47.99073387,144.26,121.8818799,106.16,50.85568953,,,,,,,,
49th week of 1979,833.19,47.35335278,147.49,119.1907926,107.52,50.19977679,,,,,,,,
50th week of 1979,842.75,46.80484129,150.03,117.1559688,108.92,49.54168197,,,,,,,,
51th week of 1979,838.91,47.02366166,150.17,117.0458147,107.59,50.16646528,,,,,,,,
52th week of 1979,838.91,47.02366166,150.83,116.5292714,107.84,50.04784866,,,,,,,,
00th week of 1980,828.84,47.60712562,148.02,118.7604378,106.52,50.6804356,,,,,,,,
01th week of 1980,858.53,45.92617614,153.87,114.2072529,109.92,49.08187773,,,,,,,,
02th week of 1980,867.15,45.45970132,156.14,112.5323428,111.07,48.56333844,,,,,,,,
03th week of 1980,876.11,44.98455673,159.7,110.0015028,113.61,47.45524162,,,,,,,,
04th week of 1980,881.48,44.70441757,162.3,108.2232902,115.12,46.81966644,,,,,,,,
05th week of 1980,895.73,43.97731459,165.25,106.2734644,117.95,45.67231878,,,,,,,,
06th week of 1980,884.98,44.52366155,162.56,108.0485974,115.41,46.69950611,,,,,,,,
07th week of 1980,868.77,45.37306767,160.08,109.738006,115.04,46.85292072,,,,,,,,
08th week of 1980,863.14,45.6755451,158.03,111.1745238,113.66,47.43392574,,,,,,,,
09th week of 1980,820.56,48.09760408,146.19,120.2595937,106.9,50.49672591,,,,,,,,
10th week of 1980,811.69,48.63413372,144.44,121.7287455,105.43,51.21473964,,,,,,,,
11th week of 1980,785.15,50.31188945,138.8,126.7157061,102.31,52.80705698,,,,,,,,
12th week of 1980,777.65,50.80676397,129.25,136.1523404,100.68,53.67818832,,,,,,,,
13th week of 1980,784.13,50.3786362,136.01,129.3355636,102.15,52.89133627,,,,,,,,
14th week of 1980,791.55,49.89701219,137.75,127.6892196,103.79,52.03979189,,,,,,,,
15th week of 1980,763.4,51.77381451,134.66,130.64221,100.55,53.74888115,,,,,,,,
16th week of 1980,803.58,49.13505811,137.92,127.5305974,105.16,51.34880183,,,,,,,,
17th week of 1980,810.92,48.68126326,140.25,125.3952941,105.58,51.14055692,,,,,,,,
18th week of 1980,805.8,48.99693472,143.06,122.9126241,104.72,51.56875477,,,,,,,,
19th week of 1980,826.88,47.72234182,147.24,119.3948655,107.35,50.28085701,,,,,,,,
20th week of 1980,854.1,46.16957031,149.48,117.5907145,110.62,48.76496113,,,,,,,,
21th week of 1980,850.85,46.34974437,150.45,116.8261216,111.24,48.48759439,,,,,,,,
22th week of 1980,861.52,45.76331368,152.68,115.1051873,113.2,47.63074205,,,,,,,,
23th week of 1980,876.37,44.97091411,156.59,112.2060796,115.81,46.5347552,,,,,,,,
24th week of 1980,869.71,45.32294673,156.51,112.2639448,114.06,47.26407154,,,,,,,,
25th week of 1980,881.83,44.6862774,159.18,110.3641161,116,46.45689655,,,,,,,,
26th week of 1980,888.91,44.32239484,160.87,109.1941941,117.46,45.86701856,,,,,,,,
27th week of 1980,891.13,44.20948683,164.82,106.5533309,117.84,45.71588595,,,,,,,,
28th week of 1980,923.98,42.60216671,169.99,103.2822519,122.04,44.10816126,,,,,,,,
29th week of 1980,918.09,42.88189611,169.63,103.5035666,120.78,44.5787382,,,,,,,,
30th week of 1980,931.48,42.25109503,172.49,101.7708273,121.21,44.4170448,,,,,,,,
31th week of 1980,954.69,41.19959359,175.88,99.78997043,123.61,43.53523178,,,,,,,,
32th week of 1980,966.72,40.67445589,179.89,97.54322086,125.72,42.78778237,,,,,,,,
33th week of 1980,958.19,41.04545028,181.7,96.56158503,126.02,42.68354229,,,,,,,,
34th week of 1980,932.59,42.19961612,181.52,96.65832966,122.38,43.98284033,,,,,,,,
35th week of 1980,940.96,41.81534816,185.61,94.50638435,124.88,43.08231903,,,,,,,,
36th week of 1980,936.52,42.01833383,189.58,92.50638253,125.54,42.85056556,,,,,,,,
37th week of 1980,963.74,40.80331832,195.33,89.75380126,129.25,41.59187621,,,,,,,,
38th week of 1980,940.1,41.85451548,190.77,91.92310112,126.35,42.56944994,,,,,,,,
39th week of 1980,950.68,41.37759288,193.43,90.64524634,129.33,41.56553004,,,,,,,,
40th week of 1980,950.68,41.37759288,197.79,88.62505688,130.29,41.25189961,,,,,,,,
41th week of 1980,956.14,41.1355973,197.24,88.87497465,131.52,40.85675182,,,,,,,,
42th week of 1980,943.6,41.69555956,196.17,89.36519345,129.85,41.39507124,,,,,,,,
43th week of 1980,924.49,42.57811334,192.78,90.95424837,127.47,42.18663215,,,,,,,,
44th week of 1980,932.42,42.20749233,193.51,90.60735879,129.18,41.61495588,,,,,,,,
45th week of 1980,986.35,39.84506514,201.76,86.86151864,137.15,39.13853445,,,,,,,,
46th week of 1980,989.93,39.69735234,206.07,85.02387538,139.11,38.57299978,,,,,,,,
47th week of 1980,993.34,39.55764391,208.15,84.16425655,140.52,38.17591802,,,,,,,,
48th week of 1980,956.23,41.13163151,203.02,86.316225,134.03,40.07289413,,,,,,,,
49th week of 1980,917.15,42.92687129,191.22,91.70442422,129.23,41.59846785,,,,,,,,
50th week of 1980,937.2,41.98712121,197.91,88.57071396,133.7,40.17427076,,,,,,,,
51th week of 1980,966.38,40.68911815,201.28,87.07104531,136.57,39.30899905,,,,,,,,
00th week of 1981,972.78,40.414842,203.55,86.08887251,136.34,39.37699868,,,,,,,,
01th week of 1981,968.69,40.58970362,197.66,88.68400283,133.48,40.24213365,,,,,,,,
02th week of 1981,973.29,40.39314079,201.13,87.13672749,134.77,39.84736959,,,,,,,,
03th week of 1981,940.19,41.85041321,197.52,88.74756987,130.23,41.27136604,,,,,,,,
04th week of 1981,947.27,41.53014452,197.81,88.61599515,129.55,41.49324585,,,,,,,,
05th week of 1981,952.3,41.30550247,197.87,88.58882094,130.6,41.15160796,,,,,,,,
06th week of 1981,931.57,42.2469165,193.89,90.4278199,126.98,42.35328398,,,,,,,,
07th week of 1981,936.09,42.03809463,192.29,91.18856935,126.58,42.49028283,,,,,,,,
08th week of 1981,974.58,40.33835088,198.01,88.52547851,131.27,40.93646682,,,,,,,,
09th week of 1981,964.62,40.76518214,199.89,87.68347591,129.85,41.39507124,,,,,,,,
10th week of 1981,985.77,39.86909725,202.17,86.68333581,133.11,40.35677259,,,,,,,,
11th week of 1981,992.8,39.57970387,206.29,84.93213437,134.08,40.05757757,,,,,,,,
12th week of 1981,994.78,39.49893444,208.82,83.89100661,134.65,39.88377274,,,,,,,,
13th week of 1981,1007.11,39.0031079,212.65,82.36205032,135.49,39.63030482,,,,,,,,
14th week of 1981,1000.27,39.2766553,215.15,81.39339995,134.51,39.92632518,,,,,,,,
15th week of 1981,1005.58,39.06397303,216.64,80.82671713,134.7,39.86859688,,,,,,,,
16th week of 1981,1020.35,38.48402999,219.56,79.73847695,135.14,39.73553352,,,,,,,,
17th week of 1981,995.59,39.46598499,216.68,80.81161159,132.72,40.47830018,,,,,,,,
18th week of 1981,976.4,40.2612966,214.84,81.51228821,131.66,40.81224366,,,,,,,,
19th week of 1981,985.95,39.86163599,216.51,80.87584869,132.17,40.65090414,,,,,,,,
20th week of 1981,971.72,40.46001935,219.23,79.86001004,131.33,40.91730755,,,,,,,,
21th week of 1981,991.75,39.622667,223.47,78.32581555,132.59,40.51896825,,,,,,,,
22th week of 1981,993.79,39.53927892,221.3,79.10366019,132.22,40.63515353,,,,,,,,
23th week of 1981,1006.28,39.03610327,222.76,78.57864967,133.49,40.23904412,,,,,,,,
24th week of 1981,996.19,39.44161254,219.56,79.73847695,132.27,40.61941483,,,,,,,,
25th week of 1981,992.87,39.57684289,219.76,79.66499818,132.56,40.52836451,,,,,,,,
26th week of 1981,959.19,41.00161595,212.8,82.30328947,128.64,41.79384328,,,,,,,,
27th week of 1981,955.67,41.15631965,210.54,83.19749216,129.37,41.55236917,,,,,,,,
28th week of 1981,958.9,41.01431849,212.76,82.31895093,130.76,41.10003059,,,,,,,,
29th week of 1981,936.74,42.00823067,208,84.22567308,128.46,41.85380663,,,,,,,,
30th week of 1981,952.34,41.30372556,211.63,82.7638331,130.92,41.04857929,,,,,,,,
31th week of 1981,942.54,41.74357587,211.36,82.87083649,131.75,40.78368121,,,,,,,,
32th week of 1981,936.93,41.99950903,212.12,82.57033754,132.49,40.55030568,,,,,,,,
33th week of 1981,920.57,42.76367902,206.76,84.73679629,129.23,41.59846785,,,,,,,,
34th week of 1981,892.22,44.15425568,197.55,88.73394077,124.08,43.36653772,,,,,,,,
